Blood Status,Bravery,Intelligence,Loyalty,Ambition,Dark Arts Knowledge,Quidditch Skills,Dueling Skills,Creativity,House
Pure-blood,2.0,6.0,6.0,10.0,7.0,10.0,10.0,5.0,Slytherin
Pure-blood,7.0,7.0,6.0,9.0,8.0,6.0,9.0,3.0,Slytherin
,,,,,,,,,
Pure-blood,5.0,2.0,8.0,5.0,4.0,2.0,1.0,6.0,Hufflepuff
Muggle-born,11.11935530528681,20.6078441464853,52.345652704890725,2.9139410939571486,7.69848483328255,1.0805237709056157,5.462336494848344,10.915677852778938,Ravenclaw
Muggle-born,3.6341402687533058,46.46565233562747,5.298181463814965,5.628530593993697,9.660738443279424,2.204606301349668,10.915589454798637,17.487040718658882,Ravenclaw
Half-blood,,,,,,,,,
Pure-blood,7.0,10.0,1.0,7.0,2.0,2.0,6.0,7.0,Ravenclaw
,,,,,,,,,
Muggle-born,10.0,2.0,7.0,7.0,4.0,6.0,9.0,5.0,Gryffindor
Pure-blood,5.0,8.0,2.0,7.0,3.0,2.0,4.0,9.0,Ravenclaw
Muggle-born,28.310600356281377,3.922442348740845,3.420148111224508,6.5585426895473296,91.4751991473666,18.415066183738386,34.71150068120948,17.594354610095195,Slytherin
Muggle-born,25.099341974989564,7.799645970817295,44.41228405489464,62.456323418147036,55.438886243120976,43.422762051785114,37.31837946461344,33.66335828912776,Slytherin
Half-blood,6.0,10.0,2.0,1.0,5.0,0.0,1.0,8.0,Ravenclaw
Half-blood,5.0,10.0,5.0,3.0,3.0,5.0,7.0,10.0,Ravenclaw
Muggle-born,,,,,,,10.0,5.0,Gryffindor
Half-blood,7.0,6.0,2.0,8.0,10.0,9.0,7.0,3.0,Slytherin
Half-blood,,10.0,,,,,,9.0,Ravenclaw
,,4.0,,,,,9.0,5.0,
Pure-blood,7.0,3.0,5.0,2.0,2.0,6.0,10.0,2.0,Gryffindor
,,,,,,,,,
Muggle-born,10.0,3.0,6.0,2.0,2.0,10.0,7.0,3.0,Gryffindor
Half-blood,24.980472678060035,18.485373832931327,38.198418785468256,46.71551700905133,2.2582879358976533,0.0,5.927653716163542,66.43022683394959,Ravenclaw
,,,,,5.0,,,1.0,Hufflepuff
Half-blood,3.0,3.0,3.0,8.0,10.0,5.0,7.0,3.0,Slytherin
,7.0,,,3.0,,,9.0,,
Pure-blood,7.0,7.0,10.0,1.0,1.0,6.0,1.0,4.0,Hufflepuff
Pure-blood,4.0,7.0,7.0,2.0,1.0,7.0,4.0,10.0,Ravenclaw
Pure-blood,,,,,,,,,
Muggle-born,59.51923213352676,41.22109696039181,47.44775040354996,53.34990217850654,21.583086318878344,0.0,9.420152414278498,34.72539903285525,Ravenclaw
Half-blood,8.778956941912016,8.917586695217086,57.47356730300742,18.557564354438256,8.125175413953873,0.5601931068895631,2.725828244142373,22.972726456835836,Hufflepuff
Muggle-born,6.0,7.0,4.0,1.0,1.0,5.0,3.0,8.0,Ravenclaw
Muggle-born,7.0,3.0,10.0,5.0,0.0,4.0,6.0,4.0,Hufflepuff
Half-blood,1.0,3.0,8.0,6.0,5.0,2.0,3.0,2.0,Hufflepuff
Pure-blood,52.12152839846848,6.584927264363344,5.538871061650234,3.917581225864624,8.408316877470922,32.8708441378568,40.84334119252733,55.65502831063107,Ravenclaw
Muggle-born,40.05887445001329,1.4423758263683795,11.569043920111454,5.849192161083723,81.10341922994796,22.426277867209055,0.8249296122028139,46.721717091227205,Slytherin
,,,,,,,,,
Pure-blood,9.015796797475994,35.217413140646,43.45833261972099,4.013259181231632,13.216604906522196,19.555455954961584,41.29230353336385,58.1877183650209,Ravenclaw
Pure-blood,,,,,,8.0,,3.0,
Half-blood,42.50962766828324,53.6981644417188,0.8754007638151738,79.22630800105992,1.8208979129035252,69.25227289495017,41.473549012559864,39.93460104162235,Slytherin
Pure-blood,66.12159569896394,14.680965866165302,48.11669634193169,36.73003807203156,0.0,0.0,0.5712073221978232,7.961776897536688,Hufflepuff
Half-blood,27.540259925714988,74.06362974763516,3.753747610126075,20.669634038825773,0.0,2.265848993464959,27.37230987125583,71.74228793369245,Ravenclaw
Half-blood,76.05970291578097,5.772761170008767,33.07673029166935,6.277223824121749,22.389008985915453,10.12820896453165,76.88102881259199,0.5869690063806571,Gryffindor
Half-blood,1.0,3.0,3.0,9.0,10.0,7.0,9.0,3.0,Slytherin
,,,,3.0,,,,,
,,,,,,,,,
Muggle-born,2.0,5.0,7.0,3.0,0.0,0.0,4.0,6.0,Hufflepuff
Half-blood,55.589430654687305,3.7904380038882786,15.635491556853317,39.76709109796904,29.950222245795146,38.96527165597733,38.23433617216986,7.71454486742079,Gryffindor
,,,,,5.0,,,,
Muggle-born,68.67579848847936,12.035252677020724,24.450992452498703,52.64759077195638,87.90586163315047,11.230141893717452,49.10234383115357,8.587880954614349,Slytherin
Muggle-born,46.40068415097634,4.294659375778831,15.35677670010924,75.62053735296689,25.27952204141495,44.45055171083679,77.81973655836578,22.826380653130716,Slytherin
Half-blood,3.0,1.0,4.0,9.0,9.0,9.0,7.0,3.0,Slytherin
,2.0,4.0,2.0,,,,,,
Pure-blood,5.0,5.0,1.0,10.0,9.0,7.0,10.0,1.0,Slytherin
Half-blood,,,1.0,,,1.0,,8.0,
,,,,,,,,,Slytherin
Muggle-born,2.0,1.0,5.0,10.0,7.0,9.0,7.0,1.0,Slytherin
Pure-blood,7.0,1.0,7.0,7.0,5.0,8.0,10.0,6.0,Gryffindor
Pure-blood,4.0,1.0,10.0,5.0,4.0,2.0,4.0,1.0,Hufflepuff
Half-blood,6.0,4.0,10.0,7.0,1.0,2.0,4.0,5.0,Hufflepuff
Muggle-born,1.0,7.0,5.0,1.0,3.0,7.0,3.0,8.0,Ravenclaw
Pure-blood,4.0,7.0,7.0,2.0,1.0,7.0,4.0,10.0,Ravenclaw
Half-blood,6.0,1.0,8.0,4.0,3.0,3.0,4.0,2.0,Hufflepuff
,,,,,4.0,,,,
Pure-blood,6.0,7.0,9.0,5.0,1.0,6.0,2.0,3.0,Hufflepuff
Pure-blood,61.73637686749582,32.382011419043415,16.862552865247046,7.656721855081318,46.8473559343823,77.45025604558509,77.99135903195928,9.6934060749681,Gryffindor
,6.0,,,,,,,,
Pure-blood,7.0,5.0,7.0,2.0,4.0,3.0,6.0,2.0,Hufflepuff
Pure-blood,22.159069256858604,67.33658710839325,15.947144274783795,21.132364151566886,1.4849667225349015,32.45988988967908,44.43993824423683,43.43916027268679,Ravenclaw
Half-blood,1.0,7.0,10.0,7.0,2.0,1.0,7.0,6.0,Hufflepuff
Half-blood,18.004477978857643,1.061169331119406,37.6971539681136,83.08963888064147,65.8576126847809,28.650797396312242,82.73414587603395,49.97422308742681,Slytherin
,,,,,,,,,
Muggle-born,4.0,10.0,3.0,1.0,2.0,0.0,6.0,10.0,Ravenclaw
Pure-blood,15.89447208481193,4.584305678859565,5.580522562566592,26.823530987403664,46.802042437133466,78.97707061325085,40.36514726989927,6.3224833239477345,Slytherin
Muggle-born,2.0,10.0,7.0,6.0,5.0,2.0,2.0,8.0,Ravenclaw
Muggle-born,10.0,2.0,7.0,7.0,4.0,6.0,9.0,5.0,Gryffindor
Pure-blood,3.0,10.0,1.0,2.0,2.0,7.0,4.0,9.0,Ravenclaw
,,7.0,,5.0,0.0,,10.0,6.0,
,,,7.0,,,,3.0,,
Half-blood,32.104430453603804,58.17989705721996,36.33367697961867,37.41412884172014,86.48011646512546,74.27208143209162,53.12000025917212,16.62661608566453,Slytherin
Half-blood,1.0,,,9.0,,7.0,10.0,,
,,,,,,4.0,,,
Pure-blood,6.0,4.0,10.0,6.0,2.0,0.0,4.0,4.0,Hufflepuff
Half-blood,7.392896017012025,7.809706268407624,41.832985345518665,3.935082025152377,30.025032590654902,1.1849918892113767,86.76772035578031,3.478271680486228,Gryffindor
,,,,7.0,,,7.0,,
Pure-blood,5.749847737020559,24.290015107410166,17.39685091037853,9.089544129036797,97.4344143841513,59.14906491001956,23.71988657636825,8.812953988907779,Slytherin
Pure-blood,31.611668971046957,44.447543027257865,10.7210210388775,33.95368662514961,73.07179617969648,3.5505829032282614,75.12481478050474,13.039329093264683,Slytherin
Half-blood,9.0,4.0,7.0,5.0,0.0,8.0,8.0,7.0,Gryffindor
Pure-blood,1.0,5.0,6.0,10.0,9.0,7.0,9.0,3.0,Slytherin
Muggle-born,10.0,3.0,5.0,3.0,3.0,8.0,8.0,1.0,Gryffindor
Muggle-born,13.751608234410057,59.7177146235044,24.553623989085523,9.10184348425943,8.253531534884342,14.333737965186955,17.028568526743907,6.4924498271087545,Hufflepuff
Pure-blood,10.0,1.0,7.0,3.0,0.0,10.0,9.0,1.0,Gryffindor
Half-blood,23.519686689614957,55.23512547741869,29.58015460329004,46.81515418662247,33.379125477027976,31.494339648027893,15.482178519299026,28.588408452002902,Hufflepuff
,,7.0,,,0.0,,,,
,,,,,,,,,
Half-blood,4.0,7.0,2.0,4.0,5.0,5.0,7.0,7.0,Ravenclaw
Half-blood,9.441471021871688,44.23196935782198,19.56086134637316,1.3093285213506223,21.56021878157734,34.44497186269546,31.829567654914158,26.12472752069539,Slytherin
Muggle-born,1.0,2.0,6.0,7.0,8.0,8.0,7.0,6.0,Slytherin
,,,,10.0,,,,,
Muggle-born,24.46319067951046,26.808635498412965,15.102169922030548,25.03956559676146,0.0,33.0626713485274,4.7955806313671205,97.50688654019046,Ravenclaw
Half-blood,6.0,8.0,4.0,1.0,3.0,3.0,4.0,9.0,Ravenclaw
Pure-blood,10.0,1.0,7.0,2.0,0.0,10.0,9.0,4.0,Gryffindor
Muggle-born,2.0,7.0,3.0,5.0,5.0,5.0,1.0,8.0,Ravenclaw
Pure-blood,5.0,4.0,7.0,5.0,2.0,7.0,2.0,2.0,Hufflepuff
,,,,,,,,,
Pure-blood,7.0,6.0,4.0,8.0,9.0,5.0,9.0,3.0,Slytherin
,,,,,,,,,
,,,5.0,,,,,1.0,
Muggle-born,14.1257543420196,25.120837428459886,32.77225844184217,1.478540780172975,9.527810680905112,23.2940799157721,6.336747716023326,2.537581743095084,Hufflepuff
,6.0,,,7.0,,,,7.0,
,9.0,,,,,,,,
Muggle-born,1.0,10.0,5.0,4.0,1.0,5.0,4.0,10.0,Ravenclaw
,9.0,,,,4.0,9.0,10.0,2.0,Gryffindor
Half-blood,3.0,5.0,10.0,2.0,5.0,5.0,2.0,2.0,Hufflepuff
Half-blood,8.0,7.0,6.0,7.0,5.0,10.0,10.0,6.0,Gryffindor
Pure-blood,4.0,1.0,9.0,3.0,4.0,5.0,5.0,6.0,Hufflepuff
Half-blood,34.91397464166855,70.66476595809162,46.760458964461066,36.346326301421605,1.6024335041267923,17.524146846684427,14.760451506507819,4.635895575810408,Ravenclaw
,,3.0,,,,,7.0,,
,,,,,,,,,
Muggle-born,30.97458944274613,27.16331750208211,20.402295166955604,25.079419175535662,13.396889483419045,10.926118858613854,89.55205802252657,0.6197120024492362,Slytherin
,,,,,,,,1.0,
Half-blood,7.0,5.0,1.0,7.0,10.0,10.0,8.0,4.0,Slytherin
,,7.0,,,,,,,
,,,,,,,,,Slytherin
Muggle-born,1.0,10.0,1.0,2.0,5.0,2.0,7.0,9.0,Ravenclaw
,,,,,,3.0,,,
Muggle-born,,,,,,,,,
Muggle-born,10.0,1.0,5.0,5.0,3.0,8.0,8.0,3.0,Gryffindor
Pure-blood,5.974356846252207,45.20368809318669,6.720469020248952,86.35481410609209,81.37456950065788,14.438898786355978,6.991257499739836,21.665655324472517,Slytherin
Muggle-born,,,,7.0,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Muggle-born,7.0,7.0,2.0,10.0,7.0,10.0,7.0,2.0,Slytherin
,,1.0,,,3.0,,4.0,,
Pure-blood,14.910797919147885,2.3432608536289843,31.376060129438088,28.188573748088487,18.891900946734197,0.0,47.48373881084628,14.641372921503757,Hufflepuff
Pure-blood,32.242365337866545,8.698988674587389,35.120853936097525,66.2747020644783,76.45478249247715,36.85257178056809,31.333375864695743,17.257255129984046,Slytherin
Half-blood,1.0,1.0,8.0,7.0,5.0,7.0,1.0,3.0,Hufflepuff
Muggle-born,7.840041940851285,41.83390737191981,16.405513893516737,51.096357854128115,44.517928098169605,14.106035646051676,38.61784479887115,78.8477407630988,Ravenclaw
Pure-blood,1.0,7.0,10.0,4.0,1.0,4.0,4.0,6.0,Hufflepuff
,8.0,,,,,,,,Gryffindor
Muggle-born,13.721367161364359,4.488554206292042,11.4594885032263,53.259515796349476,34.2289251001109,65.16864461746202,45.047003961521156,19.04700468812762,Slytherin
Pure-blood,10.967494315444382,3.1086266721212117,2.27262196028479,62.06912897034238,42.36156919119561,46.18592150574097,88.38754965010186,25.762957323421155,Slytherin
,,,1.0,,,,,,
Half-blood,15.98849258755522,4.0088352222334604,41.13568416030295,15.123524221855178,30.086230639712173,16.47998808880557,10.159808396630565,0.22426619680947318,Hufflepuff
Half-blood,,,,,,,9.0,,
Half-blood,3.0,7.0,8.0,5.0,0.0,7.0,7.0,5.0,Hufflepuff
Muggle-born,4.0,3.0,2.0,10.0,10.0,5.0,7.0,2.0,Slytherin
Half-blood,9.0,5.0,2.0,5.0,1.0,8.0,9.0,6.0,Gryffindor
Muggle-born,6.0,7.0,1.0,3.0,0.0,3.0,6.0,7.0,Ravenclaw
Pure-blood,1.149915675239303,4.0145138069310695,2.9921704950082617,34.47088529216558,29.136524977293178,13.635029380784323,18.367913351496046,15.291893664848624,Slytherin
Half-blood,7.0,4.0,4.0,7.0,10.0,6.0,7.0,2.0,Slytherin
Half-blood,9.0,6.0,1.0,5.0,5.0,6.0,9.0,3.0,Gryffindor
Muggle-born,2.0,1.0,5.0,10.0,7.0,9.0,7.0,1.0,Slytherin
Half-blood,20.50751197355908,9.785541920161696,41.40369737304189,63.854399830146775,57.65756633357702,19.13748984821942,31.692291662138246,10.773399837675875,Slytherin
Half-blood,26.66066396891573,21.863401387659927,89.46953454389553,7.393456720309317,32.2870587752307,0.0,18.40700443762355,6.143114539804259,Hufflepuff
,,,,,,,,,
Muggle-born,7.0,2.0,7.0,7.0,7.0,8.0,9.0,3.0,Slytherin
Muggle-born,79.82078376933255,2.0254437003800523,18.598085924355296,27.650620217678288,5.320297078522602,24.911113731700244,93.42085248814348,35.46728265866956,Gryffindor
Pure-blood,42.012404703367594,1.518768522509304,82.99796745700363,4.1672920699443665,8.492972263460272,55.87384007252814,4.395245227773185,26.494416984113663,Hufflepuff
Half-blood,68.37388687320774,2.9347814965345975,57.89709781229919,6.02839097939132,64.41764871307045,3.602169274444746,10.651043534990249,19.02284136413447,Slytherin
,,,,,2.0,,,,
Half-blood,2.0,5.0,7.0,6.0,3.0,3.0,6.0,2.0,Hufflepuff
Muggle-born,10.60816777673486,12.560945735054114,47.07783966638997,66.53425288988048,77.86152202683833,61.33100061607468,76.90011308698607,1.7086478076065768,Slytherin
,,,,,,,,,
Pure-blood,34.22395215020168,18.370224141569622,36.90774411629008,17.357240976142045,8.653834106599595,62.18746602248,67.20823823130752,35.557972335883605,Gryffindor
Half-blood,4.0,9.0,4.0,3.0,5.0,2.0,1.0,10.0,Ravenclaw
Muggle-born,20.768530551372187,42.13064911064654,21.971982124303324,48.589987821167604,45.235586728475404,5.626172621028335,89.28929076641958,5.0123533399176035,Slytherin
Pure-blood,2.0,5.0,9.0,6.0,0.0,7.0,6.0,7.0,Hufflepuff
Half-blood,10.566302598755517,18.782171081099925,15.046056491422267,79.2616507030601,51.97298372157452,15.4635351688709,2.3222214733282374,4.523520906385994,Slytherin
Half-blood,7.0,4.0,5.0,1.0,5.0,5.0,8.0,7.0,Gryffindor
Half-blood,7.0,7.0,2.0,7.0,1.0,8.0,7.0,5.0,Gryffindor
Pure-blood,7.0,1.0,5.0,2.0,1.0,5.0,10.0,4.0,Gryffindor
Half-blood,29.884030014148728,49.08656218774154,69.59744307126158,9.08842749371018,0.0,38.50596391527553,37.673110059216974,76.55649582433968,Ravenclaw
Pure-blood,2.0,8.0,7.0,4.0,4.0,6.0,1.0,8.0,Ravenclaw
Pure-blood,7.0,1.0,5.0,10.0,7.0,9.0,8.0,5.0,Slytherin
Half-blood,3.0,9.0,4.0,2.0,4.0,4.0,3.0,9.0,Ravenclaw
,2.0,,9.0,,0.0,,,1.0,
Muggle-born,2.0,5.0,10.0,3.0,3.0,0.0,5.0,1.0,Hufflepuff
Muggle-born,10.0,4.0,3.0,5.0,2.0,5.0,10.0,3.0,Gryffindor
Muggle-born,48.90885830922298,50.781508637608404,6.744117150179119,23.07357067703645,13.470341952639936,32.555291505305895,5.234011150271389,3.742883340773822,Hufflepuff
Half-blood,16.659255051460402,7.690051039572571,3.3931330655594656,67.25825210476407,24.540780222836467,53.072898640583475,35.93788767006281,9.33801294909804,Slytherin
Half-blood,7.0,7.0,3.0,6.0,3.0,10.0,10.0,3.0,Gryffindor
,,,,,,,,,
Muggle-born,78.28957549013103,3.9427725762067807,1.3991244304188044,26.592253241724855,1.1784105416556339,23.160584032553604,45.15849113377139,11.965182377966148,Gryffindor
Pure-blood,2.0,1.0,10.0,6.0,1.0,1.0,4.0,5.0,Hufflepuff
Half-blood,3.0,9.0,3.0,2.0,1.0,7.0,6.0,9.0,Ravenclaw
Half-blood,69.31085079738457,68.75609453805133,23.695395721833663,19.005054236525933,3.6478358515933484,55.1391071455931,16.939963264749103,23.526859927374066,Gryffindor
Half-blood,38.25508962006048,9.041821134528753,45.00949746224403,0.8344121996975913,7.423245293138699,0.8474203470551822,0.9085658946414049,45.780727871990464,Hufflepuff
Muggle-born,10.0,3.0,1.0,3.0,1.0,9.0,10.0,2.0,Gryffindor
Half-blood,20.253503864780434,4.237514695741031,82.90124662833874,6.9193813250251415,9.326665930476628,0.0,62.48294008480602,47.481390434851036,Hufflepuff
Muggle-born,1.0,3.0,7.0,6.0,1.0,1.0,2.0,6.0,Hufflepuff
,,,,,,,,,
Muggle-born,6.0,7.0,4.0,1.0,1.0,5.0,3.0,8.0,Ravenclaw
Pure-blood,23.229875413265958,1.156072713346444,46.91281239890851,2.5003740150020035,0.0,70.7211904167196,18.01180028438708,10.923739605814681,Gryffindor
Half-blood,4.0,3.0,9.0,5.0,1.0,3.0,3.0,7.0,Hufflepuff
Muggle-born,6.0,3.0,2.0,8.0,8.0,7.0,9.0,7.0,Slytherin
Pure-blood,10.0,6.0,4.0,3.0,3.0,6.0,8.0,5.0,Gryffindor
Half-blood,18.42858962049177,35.41954646773825,44.135992403763375,12.836517296347452,10.781888969587172,5.314664254508469,23.868592006826816,24.32011813108034,Hufflepuff
Muggle-born,2.0,1.0,8.0,1.0,3.0,6.0,1.0,3.0,Hufflepuff
Half-blood,3.0,4.0,5.0,9.0,8.0,5.0,7.0,2.0,Slytherin
Half-blood,1.0,9.0,4.0,6.0,2.0,6.0,4.0,8.0,Ravenclaw
Half-blood,7.0,9.0,7.0,4.0,4.0,7.0,2.0,7.0,Ravenclaw
Muggle-born,4.0,5.0,4.0,9.0,10.0,7.0,7.0,4.0,Slytherin
,,,,,3.0,6.0,,,Hufflepuff
Muggle-born,1.0,5.0,5.0,9.0,9.0,7.0,7.0,1.0,Slytherin
,8.0,,,,,7.0,,,
,,,,,,,,,Ravenclaw
Muggle-born,7.0,6.0,1.0,7.0,0.0,5.0,7.0,6.0,Gryffindor
Half-blood,10.416347861099778,55.75298257122258,59.42067178656821,39.87192217748933,24.87222338209652,21.60911421798528,18.92041778309301,5.352317229291903,Hufflepuff
,,,2.0,,,,,4.0,Gryffindor
Pure-blood,,,,,,,4.0,5.0,
,,,,,,6.0,,,
Pure-blood,7.0,2.0,10.0,2.0,0.0,2.0,6.0,5.0,Hufflepuff
Pure-blood,9.0,3.0,7.0,2.0,4.0,10.0,10.0,5.0,Gryffindor
,,,,,,,,,
Pure-blood,,,,,,,9.0,6.0,
Pure-blood,8.0,6.0,1.0,5.0,2.0,7.0,8.0,2.0,Gryffindor
,6.0,,,,,,6.0,1.0,
Half-blood,27.311318128945356,44.21638598909302,9.679864595972003,41.60253959437856,7.465438155535523,31.744385747563058,67.43798304137474,28.24340671091342,Gryffindor
Pure-blood,8.0,3.0,1.0,1.0,5.0,6.0,7.0,2.0,Gryffindor
Half-blood,35.21407396831421,5.734109619057702,16.951144692050317,52.8388969452241,33.10327225960182,46.11122974538997,32.723589696796964,5.81069198617942,Slytherin
Muggle-born,6.0,2.0,2.0,9.0,7.0,10.0,8.0,6.0,Slytherin
Half-blood,9.0,6.0,2.0,5.0,3.0,7.0,9.0,6.0,Gryffindor
Muggle-born,4.0,9.0,3.0,2.0,0.0,7.0,7.0,7.0,Ravenclaw
Half-blood,2.0,5.0,2.0,7.0,8.0,8.0,9.0,6.0,Slytherin
Pure-blood,4.0,7.0,10.0,2.0,0.0,7.0,3.0,3.0,Hufflepuff
,1.0,7.0,,,,10.0,,2.0,Slytherin
Half-blood,36.13384178348109,9.84573858796089,9.496267674999503,14.902157850723802,79.15118043496761,10.473848756331279,53.00170035784494,18.60677842797601,Slytherin
Pure-blood,7.0,7.0,7.0,3.0,0.0,7.0,2.0,7.0,Hufflepuff
,,,,,,,,,
Pure-blood,7.0,2.0,5.0,3.0,1.0,5.0,10.0,3.0,Gryffindor
,,,3.0,,,,,,
,,,,,,0.0,,9.0,
Muggle-born,11.473578574149451,13.192090773232538,68.46254334379393,34.33184034767519,9.962235419475387,26.94986882556277,41.37348275084073,14.087366322381781,Slytherin
Half-blood,2.0,10.0,1.0,3.0,5.0,2.0,2.0,7.0,Ravenclaw
,,,,,,,,,
Half-blood,9.0,7.0,1.0,6.0,5.0,9.0,10.0,7.0,Gryffindor
Half-blood,36.42498727746506,36.194235722774835,61.62028846741339,33.189692103236496,35.25514307709903,28.964936691206635,89.94764011327185,1.0071443242574247,Gryffindor
,,,,,,,,,
,,,,,,,,,Gryffindor
Half-blood,7.0,4.0,4.0,5.0,5.0,10.0,10.0,3.0,Gryffindor
,,,,,,,,,Hufflepuff
Half-blood,3.0,3.0,9.0,7.0,2.0,6.0,5.0,2.0,Hufflepuff
Half-blood,10.0,2.0,6.0,4.0,5.0,7.0,10.0,6.0,Gryffindor
Half-blood,8.45669381075268,60.58576364853828,16.486681658986605,17.452944360558824,32.95531944731771,27.355819892986872,84.33187298775759,14.179808065151162,Gryffindor
Half-blood,2.0,3.0,2.0,9.0,9.0,10.0,7.0,2.0,Slytherin
Half-blood,9.756639549585307,20.92174690853438,10.717654126547387,11.346964540228866,0.0,45.936790092019436,35.86824187920609,43.20970056122546,Gryffindor
Muggle-born,2.0,6.0,7.0,10.0,8.0,9.0,10.0,1.0,Slytherin
Muggle-born,19.7753772877628,15.807114103849147,44.72384764279517,9.442225735286325,14.542678752125841,31.755574350475214,28.004784218693995,32.910556323692106,Hufflepuff
,,,,3.0,,,,,
Pure-blood,2.986610821953933,9.607610021803515,11.355839862756019,2.478464606226724,17.112437360371548,32.89930876346392,45.97240386452044,52.69925217916699,Hufflepuff
Muggle-born,2.0,4.0,7.0,1.0,2.0,3.0,1.0,1.0,Hufflepuff
Half-blood,2.055610227517062,49.222574187223074,22.783531516755204,12.371032743128298,26.05932011865503,8.605128117661398,21.59269755231967,50.29863089863523,Ravenclaw
Half-blood,1.0,9.0,6.0,3.0,2.0,0.0,7.0,8.0,Ravenclaw
Muggle-born,6.0,8.0,5.0,6.0,4.0,0.0,1.0,10.0,Ravenclaw
,,,,,,,,,
Muggle-born,6.8768770197971,48.81929694537939,12.408189568127169,0.9654600826827218,24.131889562630757,30.028572449466644,21.899435467662173,33.11123134076367,Ravenclaw
,1.0,6.0,,7.0,,6.0,,,
Pure-blood,3.0,2.0,4.0,10.0,7.0,6.0,7.0,2.0,Slytherin
Half-blood,7.0,6.0,7.0,5.0,0.0,4.0,6.0,6.0,Hufflepuff
Half-blood,4.0,7.0,9.0,7.0,3.0,3.0,7.0,1.0,Hufflepuff
Pure-blood,7.0,5.0,3.0,7.0,7.0,5.0,8.0,2.0,Slytherin
Muggle-born,7.0,1.0,8.0,1.0,1.0,0.0,7.0,5.0,Hufflepuff
Pure-blood,7.0,1.0,2.0,8.0,7.0,8.0,8.0,1.0,Slytherin
Muggle-born,6.0,7.0,3.0,7.0,10.0,9.0,10.0,7.0,Slytherin
Half-blood,28.483387470028223,28.09858775150375,39.693384564782434,13.809482166424438,1.927164279978705,24.468010296350673,8.755225246506113,32.82037011679189,Hufflepuff
,,9.0,,,,,,,
Half-blood,10.623162868076877,10.931382603426643,5.695102547597365,23.129626344576092,4.060579562211027,42.71929992390563,35.1658755198546,4.634548990691659,Slytherin
Muggle-born,4.0,4.0,6.0,9.0,7.0,8.0,10.0,7.0,Slytherin
Pure-blood,7.0,1.0,7.0,1.0,0.0,10.0,9.0,6.0,Gryffindor
Half-blood,7.0,6.0,2.0,8.0,10.0,9.0,7.0,3.0,Slytherin
Half-blood,16.198786449594817,4.977258062508516,1.2840460189120642,55.474082541957664,14.300871839603618,31.20130038808437,89.84420539318506,27.83854173856649,Slytherin
Half-blood,8.909979552385677,41.90373404916948,27.8617383756961,6.06663607229624,17.87327658818787,34.30878857403436,8.971738976563223,56.62927092841473,Ravenclaw
Half-blood,23.984118497846556,36.1983332544686,32.305499081504095,30.640614877596224,3.159993778589537,40.44493868396847,46.96516858887567,29.045607038181934,Slytherin
,,,,,,,,,
Half-blood,4.0,9.0,4.0,6.0,3.0,7.0,5.0,7.0,Ravenclaw
,,,,3.0,,,,,
Half-blood,5.0,3.0,1.0,7.0,9.0,5.0,10.0,3.0,Slytherin
Half-blood,9.0,2.0,3.0,7.0,2.0,10.0,8.0,3.0,Gryffindor
,,,,,,8.0,,,
Muggle-born,5.0,9.0,1.0,5.0,5.0,7.0,1.0,8.0,Ravenclaw
Muggle-born,38.32780620773653,9.423348448308117,15.180117008460767,2.7742443910755346,12.045230114845937,19.3729518313769,41.18909156686434,48.903683446541265,Gryffindor
Pure-blood,3.0,4.0,3.0,10.0,10.0,9.0,8.0,5.0,Slytherin
,,,,,,,,,Slytherin
Half-blood,9.0,4.0,4.0,4.0,3.0,5.0,10.0,4.0,Gryffindor
Half-blood,68.95710215844382,23.376214990410322,30.065716033888968,62.03347432944022,47.8648972945393,50.52766348876929,18.237033093032476,37.423090219864974,Slytherin
Pure-blood,6.0,9.0,1.0,5.0,1.0,3.0,3.0,8.0,Ravenclaw
Pure-blood,5.0,6.0,4.0,10.0,9.0,10.0,8.0,3.0,Slytherin
Half-blood,15.057316166744553,0.8749730473731422,1.5662735323126566,9.387060126438865,39.75262194450311,40.496677431637536,43.9679917674369,45.894685863027235,Ravenclaw
Pure-blood,9.634966865586623,15.777385132316272,24.756733465205606,11.329831601698396,8.973614716287482,29.082173848785477,4.30786793984442,66.58878298015689,Ravenclaw
Pure-blood,42.485170772933,5.772069418157102,35.608415542996774,7.384860580252493,7.079096792213135,12.621608873475044,36.329638637959505,5.8509778823182925,Hufflepuff
Muggle-born,1.0,4.0,6.0,8.0,8.0,10.0,10.0,1.0,Slytherin
Half-blood,5.36142980309424,63.32771905861836,6.6295990152318724,25.8765658749468,5.618702100449604,2.011497657785516,7.282608795568683,4.383781817915726,Ravenclaw
Muggle-born,10.541715512504732,51.91255117890836,11.223168081790044,15.059352674339774,9.423789449147554,24.534079344227294,18.692382402119215,12.757063325855784,Hufflepuff
Muggle-born,2.6775408287967495,14.956270646828429,14.193286414620873,3.1370823635980165,68.93328091429228,45.78121897028191,46.904867217242646,30.87786365314764,Slytherin
Muggle-born,5.0,6.0,8.0,6.0,3.0,0.0,2.0,4.0,Hufflepuff
,,,,,,1.0,,,
Muggle-born,9.0,7.0,1.0,6.0,1.0,7.0,7.0,5.0,Gryffindor
Half-blood,3.0,9.0,3.0,5.0,4.0,1.0,6.0,7.0,Ravenclaw
